,Happiness,Log GDP per capita,Confidence in national government,Social support,Healthy life expectancy at birth,Generosity,GINI_index,Expenditure_on_education,homicide,economic_freedom_index,university_enrollment_rate,alcohol,unemployment_rate,total_food_consumption,suicide,total_visitors,log_child_mortality_rate,log_Expenditure_on_health,log_income,log_visitor_per_hectare
52,5.483764648,10.82668686,0.49790594,0.826425672,75.28047943,0.202729911,0.4344,3.5,0.4,89.9,60.6,1.1,3.299999952,3281.0,9.63308823529,23770000,1.38629436112,7.4471683596,10.4501049404,10.0273938136
53,4.683358192,10.013978,0.209778264,0.906113982,66.05580139,-0.146845311,0.288415385,4.6,1.2,67.1,59.8,11.27,10.89999962,2968.0,19.1,10353000,1.8405496334,6.89871453433,9.43946599497,4.74022437469
54,7.590660095,10.59196091,0.257335573,0.978965282,72.80523682,0.232033506,0.287055556,7.0,0.3,70.9,82.2,7.81,6.0,3339.0,14.0,673000,0.788457360364,8.25764495821,10.4613875837,1.91886439599
55,4.720146656,8.489012718,0.539206505,0.510574579,58.11398697,0.056507349,0.3364,3.8,3.4,54.6,24.4,3.1,3.599999905,2435.0,21.1,6578000,3.99820070167,4.1743872699,7.28550654852,0.838302591997
56,5.36777401,9.135908127,0.672580957,0.833621144,59.83398438,0.341072381,0.333575,3.4,0.6,56.4,30.7,0.08,6.099999905,2770.0,4.3,8044000,3.41444260841,4.67282883446,8.11012680194,1.51300351199
57,4.608927727,9.71407795,0.52,0.599542618,64.69132233,0.176196138,0.392366667,3.2,4.8,42.3,54.9,0.03,13.10000038,3058.0,5.2,3834000,2.86220088093,6.2363695902,8.69433468817,0.897694066833
58,4.659508705,9.590419769,0.339846313,0.730118215,60.33939362,-0.059742801,0.2954,4.43070866142,8.0,17.2,40.95390625,0.17,15.19999981,2489.0,1.7,1111000,3.54961738678,5.68357976734,8.42046200246,0.977582137459
59,6.964645386,10.72857952,0.3458727,0.961785913,70.90807343,0.289130628,0.325633333,5.8,1.2,76.9,67.6,11.49,14.69999981,3591.0,11.0,7550000,1.38629436112,8.31360713932,10.5731869704,4.69770384665
60,7.110854626,10.33784389,0.343569756,0.903415501,71.74086761,0.143254369,0.41255,5.7,1.7,67.8,67.8,2.78,6.900000095,3619.0,5.9,2886000,1.4586150227,7.83002808253,10.3390291282,4.89383283127
61,5.839313984,10.45724773,0.280694604,0.86948663,72.33071136,0.104202248,0.341711111,4.1,0.9,58.8,65.0,7.49,10.69999981,3539.0,4.7,46360000,1.33500106673,8.0839457023,10.4578036074,5.06077072125
62,5.968216419,10.46274948,0.169178054,0.905295432,74.19293976,-0.1,0.3211,3.8,0.3,71.6,61.5,7.39,4.300000191,2719.0,18.5,8358000,1.09861228867,8.46568934855,10.7471645799,3.13664927555
63,5.131996155,9.336112022,0.447820819719,0.829496324,63.78152847,-0.178432882,0.3426,3.0,2.3,69.9,47.6,0.41,12.19999981,3149.0,2.0,4162000,2.97552956624,5.86929691313,8.27664912542,3.84972044475
64,5.759469509,9.976071358,0.726160645,0.891716659,61.42058945,-0.185068682,0.299815385,3.1,8.7,63.6,51.3,6.82,5.300000191,3107.0,23.8,4437000,2.88480071285,6.25766758788,9.04215837874,0.555903733062
65,4.547335148,7.889761448,0.40184477,0.83141011,52.36815262,0.083202876,0.4851,5.5,6.5,57.5,3.0,1.81,9.199999809,2192.0,16.2,1619000,4.01818320126,4.1743872699,6.94697599214,1.07998751739
66,6.221094608,11.25250435,0.447820819719,0.888916671,64.82579803,-0.074814186,0.388312619333,4.5,1.8,62.5,40.95390625,0.02,3.400000095,3471.0,0.9,300000,2.29253475714,7.17701876591,10.6656009376,2.82938348066
67,5.207785606,7.962011337,0.513287067,0.856181741,61.88621521,-0.053149253,0.316953846,7.4,5.3,60.2,41.2,3.28,8.399999619,2828.0,9.2,2406000,3.2464909919,4.40671924726,6.77650699237,2.53720786522
68,4.876084805,8.411408424,0.447820819719,0.692627907,56.3509903,0.240432337,0.363966667,2.8,7.3,50.0,17.1,5.39,1.399999976,2356.0,8.8,2291000,4.3040650932,3.43398720449,6.97166860473,2.30521594467
69,5.125025272,9.92732811,0.191219807,0.851195216,64.80504608,-0.044212423,0.359145455,4.6,4.8,65.2,65.6,10.21,14.89999962,3293.0,16.2,1435000,2.16332302566,6.71780469502,9.45759099863,3.14289025636
70,4.572566986,9.71556282,0.2,0.712611496,68.86749268,-0.015579774,0.388312619333,2.2,3.9,60.1,45.6,1.53,6.199999809,3181.0,0.9,1366000,2.23001440016,6.4393503711,8.988196321,4.89506608212
71,5.754394054,10.02394676,0.447820819719,0.854930937,61.14096069,-0.062927842,0.388312619333,4.43070866142,2.5,35.9,40.95390625,0.0,19.20000076,2893.9140625,1.8,0,2.71469474382,6.48463523564,9.09133158539,-2.30258509299
72,5.771037102,10.07417297,0.145729542,0.918690145,64.88002777,-0.281597167,0.343476923,4.8,6.7,71.5,77.2,15.14,13.19999981,3463.0,28.2,1900000,1.72276659774,6.84587987526,9.4937884939,3.41495567973
73,6.964097023,11.38689804,0.743670523,0.913907707,71.46674347,0.042846926,0.317611111,2.2,0.0,74.5,19.4,11.34,5.099999905,3568.0,8.7,950000,0.741937344729,8.9294352838,11.249285387,5.90507670332
74,4.639647484,9.35610199,0.369646579,0.798305035,65.15873718,-0.086337939,0.394657143,4.43070866142,1.0,68.5,40.8,5.28867647059,8.39855074797,2893.9140625,9.63308823529,351000,2.00148000021,5.76519110278,8.41891862215,2.64030838743
